"QKEY","INTERVIEW_START_W55","INTERVIEW_END_W55","LANG_W55","DEVICE_TYPE_W55","FORM_W55","ENV2_a_W55","ENV2_b_W55","ENV2_c_W55","ENV2_d_W55","ENV2_e_W55","ENV2_f_W55","EN1F1_W55","ENV4_W55","EN1F2_W55","ENV5_a_W55","ENV5_b_W55","ENV5_c_W55","ENV5_d_W55","ENV17_W55","EN6F1_a_W55","EN6F1_b_W55","EN6F1_c_W55","EN6F1_d_W55","EN6F1_e_W55","EN6F1count_W55","EN6F2_a_W55","EN6F2_b_W55","EN6F2_c_W55","EN6F2_d_W55","EN6F2_e_W55","ENVIR8_a_W55","ENVIR8_b_W55","ENVIR8_c_W55","ENVIR8_d_W55","ENVIR8_e_W55","EN7_W55","EN8_W55","CLIM5_W55","CLIM6_W55","CLIM9F1_a_W55","CLIM9F1_b_W55","CLIM9F2_W55","CLIM10_a_W55","CLIM10_b_W55","CLIM10_c_W55","CLIM10_d_W55","CLIM10_e_W55","CLIM10_f_W55","CLIM10_g_W55","VAC1A_W55","VAC1B_W55","BIO33_a_W55","BIO33_b_W55","BIO34_W55","BIO35_W55","GM1_W55","GM2_W55","GM3_W55","FUD32_W55","FUD33A_W55","FUD33B_W55","FUD37_a_W55","FUD37_b_W55","FUD37_c_W55","FUD37_d_W55","PERS1_W55","PERS2_W55","PERS3_W55","PERS4_W55","PERS5_W55","PERS6_W55","PERS7_W55","PERS8_W55","PERS9_W55","PERS10_W55","PERS11_W55","PERS12_W55","SATIS_W55","EMTREP_a_W55","EMTREP_b_W55","EMTREP_c_W55","EMTREP_d_W55","EMTDEM_a_W55","EMTDEM_b_W55","EMTDEM_c_W55","EMTDEM_d_W55","IMPEACHEARD_W55","IMPEACHAPP_W55","IMPEACHREM_W55","IMPCONFREP_W55","IMPCONFDEM_W55","IMPKNOW_W55","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_NATIVITY","F_CITIZEN","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_RELCOM3CAT","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","IMPEACHT_W53","WEIGHT_W53_W55","WEIGHT_W55"
112517,2019-10-04 02:50:59,2019-10-04 02:57:00,1,3,2,1,2,2,1,2,2,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,1,1,2,3,3,1,3,1,4,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,NA,NA,NA,2,3,NA,3,3,3,1,5,1,3,3,2,3,5,4,99,3,5,5,1,2,2,2,2,1,1,2,2,2,2,2,3,3,2,1,2,3,3,2,1,6,2,1,1,1,1,1,1,1,2,1,3,1,1,7,1,1,2,1,1,2,0.307335375833484,0.329533468633606
112987,2019-10-05 22:11:59,2019-10-05 22:20:59,1,3,2,1,1,1,1,1,1,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,3,2,1,3,3,3,3,3,3,1,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,2,NA,4,2,3,2,2,2,4,2,2,3,3,2,4,2,3,4,2,1,2,1,2,1,1,2,2,1,2,4,1,4,2,2,3,5,3,1,1,5,2,1,1,1,1,1,1,1,2,1,1,NA,1,8,1,1,2,1,2,4,0.698419558604251,0.586773600487134
113248,2019-10-04 02:58:00,2019-10-04 15:49:59,1,3,1,2,1,2,1,1,1,1,1,NA,1,1,2,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,2,2,3,3,2,1,4,1,1,1,2,NA,2,2,1,1,2,2,2,3,1,NA,NA,1,2,1,2,3,NA,NA,NA,3,2,3,3,2,4,2,2,4,2,5,2,4,3,3,3,2,1,1,2,2,2,2,1,2,1,1,1,4,1,2,1,3,5,3,1,1,6,2,99,9,1,1,1,11,99,1,1,2,NA,2,9,1,1,2,1,2,1,0.338868720997046,0.345697854400114
113274,2019-10-05 01:54:00,2019-10-05 02:04:00,1,1,1,2,1,2,1,1,1,1,1,NA,1,1,1,1,2,1,2,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,2,1,1,NA,1,1,1,1,1,1,1,2,2,NA,NA,1,2,99,1,3,NA,NA,NA,2,2,2,2,4,3,3,3,4,3,4,4,99,4,3,2,2,1,1,2,2,1,1,1,2,1,1,2,3,2,2,1,1,1,3,1,1,5,2,3,4,1,1,6,1,2,4,2,2,NA,2,4,2,1,3,1,2,3,0.862411106917552,0.875072949049881
114058,2019-10-10 11:12:00,2019-10-10 11:18:00,1,1,2,2,1,2,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,3,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,5,1,1,2,NA,NA,NA,1,3,NA,2,4,4,2,2,5,1,4,2,5,2,5,5,3,2,5,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,4,9,4,1,1,6,2,1,1,1,1,3,5,NA,4,2,2,NA,2,99,99,1,5,1,2,1,0.219752058756308,0.231313446182699
114197,2019-10-07 23:50:00,2019-10-08 00:14:00,1,3,2,2,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,NA,NA,NA,3,8,3,4,4,4,1,3,3,2,4,3,4,2,3,1,4,1,4,2,1,1,2,2,1,1,2,2,1,1,2,4,4,2,1,1,2,3,2,1,5,2,1,1,1,1,1,2,2,6,2,1,NA,1,5,2,1,3,1,2,NA,NA,1.40306097921678
114898,2019-10-09 00:05:59,2019-10-09 00:12:59,1,1,1,1,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,2,2,1,1,1,1,4,NA,NA,NA,NA,NA,1,1,3,3,1,3,1,2,3,2,2,NA,2,2,1,2,2,2,2,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,2,3,3,2,2,5,3,3,2,2,3,3,2,3,2,4,2,1,2,1,1,1,1,2,2,1,2,3,2,4,2,2,2,4,4,2,1,6,2,1,1,1,1,1,1,2,2,2,1,NA,1,7,1,1,2,1,1,4,0.491901886031254,0.469462171717952
114940,2019-10-07 21:49:00,2019-10-07 21:57:00,1,3,1,2,1,2,1,2,1,1,1,NA,1,1,1,1,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,NA,1,1,1,2,1,1,1,2,1,NA,NA,1,2,2,2,2,NA,NA,NA,2,1,1,1,2,3,3,3,2,2,2,2,4,3,1,3,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,4,8,3,1,1,5,2,4,4,1,1,1,4,2,5,3,2,NA,2,9,1,1,3,1,1,1,0.246200104576517,0.261758010823491
114970,2019-10-08 02:05:00,2019-10-08 02:13:59,1,1,2,2,99,2,1,2,1,NA,1,1,2,1,2,1,2,NA,NA,NA,NA,NA,0,2,2,2,2,2,2,2,2,2,2,1,3,3,1,NA,NA,1,2,2,2,2,1,1,1,NA,NA,5,1,1,2,NA,NA,NA,2,3,NA,2,3,2,2,2,2,4,4,1,3,4,5,2,3,2,2,2,1,1,2,2,1,2,1,2,1,1,1,4,2,2,1,4,9,3,2,1,5,2,1,1,1,1,1,1,2,3,2,2,NA,2,8,1,1,4,1,1,1,0.397266171496088,0.417860606351015
115295,2019-10-04 21:26:59,2019-10-04 21:35:00,1,1,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,1,1,1,2,2,2,2,2,1,4,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,NA,NA,NA,2,2,NA,2,1,1,2,4,1,3,1,3,2,3,3,3,1,1,1,2,1,1,2,2,1,1,2,2,1,2,4,2,4,2,1,4,9,3,1,2,4,2,4,4,1,1,6,1,1,2,2,4,1,1,6,2,1,1,1,2,4,0.429986848066126,0.42888525070644
115546,2019-10-04 16:41:00,2019-10-04 16:47:00,1,3,1,1,1,2,1,1,1,1,1,NA,2,1,2,2,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,3,3,1,1,3,2,2,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,2,3,3,2,4,4,4,2,99,2,2,3,2,3,3,1,2,1,2,2,2,1,1,2,2,2,2,3,3,4,2,2,4,8,3,1,1,5,2,1,1,1,1,1,10,NA,6,3,3,1,1,9,1,1,3,1,1,4,0.47497292082904,0.468663181642706
115650,2019-10-04 21:42:00,2019-10-04 21:48:00,1,1,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,1,2,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,1,1,NA,99,1,1,1,1,1,1,3,1,NA,NA,1,2,2,2,2,NA,NA,NA,3,1,2,2,2,3,3,5,2,2,5,1,5,1,3,1,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,3,6,3,2,2,4,2,1,1,1,1,1,2,2,2,1,2,NA,2,8,1,1,3,1,1,1,0.356552515275367,0.35110675967852
115807,2019-10-04 22:16:00,2019-10-04 22:27:00,1,1,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,1,3,3,3,3,3,1,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,3,NA,NA,NA,2,4,4,2,3,5,3,1,1,2,4,1,4,1,3,3,1,2,2,1,1,1,1,2,2,1,2,4,1,4,2,1,3,7,4,1,2,4,2,1,1,1,1,1,1,2,2,2,1,NA,1,6,2,1,2,1,1,4,0.395722355431409,0.389350220851469
116151,2019-10-05 02:53:00,2019-10-05 03:18:00,1,1,2,1,1,1,1,1,1,NA,2,2,1,1,2,1,2,NA,NA,NA,NA,NA,0,3,2,2,2,2,3,3,3,3,1,4,1,2,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,2,3,NA,2,3,3,2,5,4,4,4,1,3,5,4,3,2,5,3,99,2,2,1,1,1,1,2,2,1,2,4,2,4,2,1,4,8,4,2,3,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,3,1,1,1,1,4,0.527665574322661,0.526546714920047
116182,2019-10-03 22:14:00,2019-10-04 16:15:00,1,3,2,1,1,1,1,2,1,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,0,3,2,2,2,1,2,2,3,2,2,2,2,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,3,3,NA,3,3,3,2,3,3,2,5,2,3,3,3,3,2,3,3,2,2,2,1,1,1,1,2,2,1,2,4,1,4,2,1,4,8,3,1,2,3,2,1,1,1,1,1,1,2,5,3,1,NA,1,8,1,1,2,1,2,4,0.731025794835766,0.688995554450639
116264,2019-10-04 16:25:00,2019-10-04 16:53:00,1,3,1,1,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,1,1,NA,1,1,1,2,1,2,2,3,1,NA,NA,1,2,2,2,2,NA,NA,NA,3,1,2,2,5,5,4,2,5,2,1,3,1,3,4,2,2,2,2,1,1,1,1,2,2,1,2,4,1,4,3,1,1,2,3,2,1,6,2,1,1,1,1,1,2,2,2,1,1,NA,1,5,2,1,3,1,1,4,0.464179240025176,0.477931236490591
116422,2019-10-03 20:56:00,2019-10-03 21:09:00,1,3,2,99,2,99,1,2,1,NA,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,0,3,2,3,2,2,2,3,2,2,3,2,1,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,2,2,NA,3,2,2,2,3,3,3,2,3,3,3,3,2,4,3,3,2,1,1,2,2,1,2,2,2,2,99,2,3,3,2,1,2,4,3,2,3,2,2,1,1,1,1,5,12,NA,4,2,4,99,9,4,2,1,3,1,1,2,0.245640607444075,0.267164634367256
116439,2019-10-06 22:04:00,2019-10-06 22:15:00,1,1,2,2,1,1,1,1,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,1,1,2,2,3,3,3,3,3,2,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,2,3,NA,3,2,2,3,2,4,3,4,2,3,4,3,1,2,2,4,1,1,1,1,2,1,1,2,2,2,2,3,2,3,2,1,4,8,3,2,1,5,2,1,1,1,1,6,1,1,2,2,3,1,1,5,2,1,3,1,1,3,0.191942673299221,0.204400318549205
116591,2019-10-06 15:35:59,2019-10-06 15:49:00,1,1,2,1,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,2,1,1,2,2,2,2,3,2,1,1,2,2,NA,NA,1,1,1,1,2,1,2,2,NA,NA,5,2,2,2,NA,NA,NA,1,2,NA,3,1,1,2,3,5,3,3,5,4,2,4,3,5,4,3,2,2,2,1,1,1,1,2,2,2,2,3,2,3,3,1,3,5,4,2,3,2,2,1,1,1,1,1,12,NA,6,3,1,NA,1,3,3,1,3,1,2,4,1.50661131517585,1.53960702210616
116861,2019-10-07 00:45:00,2019-10-07 01:28:59,1,1,1,1,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,3,3,1,3,1,3,1,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,1,3,4,1,5,1,4,1,5,5,3,3,5,1,3,1,2,1,2,1,2,1,1,2,2,1,2,4,2,4,2,2,2,3,3,2,1,5,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,3,1,2,1,1,4,0.314218387532954,0.312370521342182
116998,2019-10-09 15:52:00,2019-10-09 16:04:00,1,1,1,1,2,2,1,99,1,1,3,NA,NA,NA,NA,NA,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,2,2,2,3,2,2,2,3,1,1,1,NA,2,1,1,1,1,1,99,3,2,NA,NA,1,2,2,2,2,NA,NA,NA,3,2,2,3,5,2,99,3,2,3,2,2,1,3,4,4,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,3,3,2,1,6,2,2,2,1,1,3,1,2,4,2,2,NA,2,99,99,1,99,1,1,1,0.340187978593461,0.339570234808168
117214,2019-10-04 12:17:00,2019-10-04 12:28:00,1,1,1,2,2,2,1,2,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,1,4,1,1,1,2,NA,2,1,1,2,1,1,2,4,1,NA,NA,1,2,1,3,1,NA,NA,NA,4,3,2,3,4,3,1,4,2,3,1,3,1,4,1,1,2,1,1,2,2,1,1,2,2,1,1,1,4,2,2,1,1,1,2,1,1,6,2,1,1,1,1,1,10,NA,5,3,3,2,2,7,1,1,5,1,2,1,0.965424829666042,0.916894815827366
118110,2019-10-04 19:20:00,2019-10-04 19:32:00,1,1,1,1,1,1,2,2,2,2,3,NA,NA,NA,NA,NA,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,2,2,2,2,2,3,3,2,3,1,2,NA,1,1,1,1,1,1,1,2,1,NA,NA,1,2,3,3,3,NA,NA,NA,4,2,2,4,5,3,3,3,3,3,5,4,3,3,3,3,2,1,2,2,2,99,2,1,1,2,1,1,4,1,2,1,2,3,3,2,3,2,2,1,1,1,1,1,2,2,5,2,2,NA,2,99,99,1,4,1,2,1,0.689968313529133,0.694803535599158
118242,2019-10-04 21:01:00,2019-10-04 21:12:00,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,3,2,1,2,1,2,NA,NA,1,1,1,1,1,1,1,1,NA,NA,3,2,1,1,NA,NA,NA,1,2,NA,3,2,2,3,5,5,1,1,3,3,1,1,5,1,1,2,1,1,2,1,2,1,1,2,2,1,2,3,3,4,2,1,4,8,3,2,2,4,1,5,3,1,1,5,12,NA,3,2,3,1,1,2,3,1,3,1,1,4,0.251897411097297,0.249182742829128
118414,2019-10-03 22:24:00,2019-10-03 22:34:59,1,3,1,1,1,1,1,99,1,2,3,NA,NA,NA,NA,NA,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,3,3,2,3,3,3,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,2,2,NA,NA,NA,4,1,2,4,1,5,4,1,1,4,3,3,3,1,4,4,1,2,2,1,1,1,1,2,2,1,2,4,1,4,3,2,2,3,4,2,3,2,2,1,1,1,1,1,1,2,5,2,1,NA,1,7,1,1,1,1,2,4,0.956785661009898,0.910220690973114
118423,2019-10-07 23:31:00,2019-10-07 23:47:00,1,2,2,2,2,2,1,2,1,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,0,2,1,1,1,2,2,2,2,2,2,1,2,1,1,NA,NA,2,1,1,1,1,1,1,2,NA,NA,4,1,1,2,NA,NA,NA,2,8,3,2,2,2,2,4,3,3,3,4,3,5,4,1,3,1,4,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,3,5,4,2,2,3,2,1,1,1,1,2,2,2,4,2,2,NA,2,4,2,1,4,1,1,1,0.242708442707901,0.229614824616352
118888,2019-10-05 17:12:00,2019-10-05 17:25:00,1,1,2,2,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,3,2,2,2,1,2,1,1,NA,NA,2,1,1,1,1,1,1,1,NA,NA,4,1,1,2,NA,NA,NA,2,3,NA,3,3,3,2,4,3,3,3,4,3,3,4,4,3,3,4,2,1,1,2,2,2,2,1,1,1,1,1,3,1,2,1,4,8,4,2,1,5,2,1,1,1,1,5,3,2,6,3,2,NA,2,7,1,1,4,1,2,1,0.402965595549654,0.408346872135403
119121,2019-10-03 23:32:00,2019-10-04 00:33:00,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,2,1,1,NA,NA,2,2,1,1,99,2,1,2,NA,NA,5,1,1,2,NA,NA,NA,2,8,3,3,3,3,3,3,4,3,2,3,4,5,3,3,4,1,3,2,1,1,2,2,2,2,1,1,1,1,1,3,2,2,1,3,6,3,2,2,3,2,1,1,1,1,3,11,NA,5,2,2,NA,2,6,2,1,4,1,2,1,0.500660783038638,0.500984509860568
119392,2019-10-07 23:39:00,2019-10-08 00:10:00,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,1,2,2,NA,1,2,1,1,1,1,2,2,2,NA,NA,1,2,3,2,2,NA,NA,NA,3,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,1,1,2,2,2,2,4,2,4,3,2,2,3,3,2,3,2,2,1,1,1,1,6,2,2,5,2,1,NA,1,1,3,1,3,0,1,4,0.275875077490936,0.277072775630991
119548,2019-10-04 21:43:59,2019-10-04 21:55:00,1,1,1,1,1,1,1,1,99,2,3,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,1,1,3,2,3,NA,NA,NA,2,3,99,2,3,4,3,4,4,3,5,4,2,4,5,4,2,2,2,1,1,1,99,2,2,1,2,4,2,4,2,2,1,1,4,2,3,2,2,1,1,1,1,99,1,1,2,1,3,1,1,99,99,1,3,1,1,4,0.532212415310736,0.450099322393949
120343,2019-10-04 01:19:00,2019-10-04 02:50:59,1,2,1,1,1,1,1,1,1,2,1,NA,1,1,2,2,2,2,1,2,1,2,2,NA,NA,NA,NA,NA,3,3,3,1,3,3,99,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,2,4,3,3,2,1,2,2,4,4,3,2,5,2,2,4,2,1,2,2,2,1,99,2,2,1,2,3,3,4,2,1,4,8,4,2,2,3,2,1,1,1,1,1,12,NA,6,3,1,NA,1,9,1,1,2,1,2,4,1.11039321027971,1.07407753213791
121186,2019-10-03 20:55:00,2019-10-03 21:04:00,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,0,3,1,2,1,2,2,2,2,2,2,1,2,1,1,NA,NA,2,1,1,1,2,1,2,2,NA,NA,5,1,1,2,NA,NA,NA,2,8,2,3,2,3,2,3,3,4,3,4,2,1,2,3,3,3,4,2,99,1,2,2,2,2,1,1,1,1,1,3,2,2,1,3,6,3,2,1,6,2,1,1,1,1,1,1,2,4,2,2,NA,2,6,2,1,4,1,1,2,0.190080388411277,0.209957668804529
121556,2019-10-08 14:51:59,2019-10-08 15:11:00,1,2,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,2,2,2,1,2,3,3,3,3,3,2,2,2,1,NA,NA,2,1,2,1,2,1,1,1,NA,NA,4,2,1,2,NA,NA,NA,1,2,NA,1,1,1,1,3,2,3,2,3,4,2,3,2,3,3,2,1,2,1,1,1,1,1,1,2,1,2,3,2,4,3,2,4,9,4,2,3,1,2,1,1,4,1,5,1,1,1,1,3,1,1,2,3,3,3,0,2,3,4.43316605415016,4.51456451703
121582,2019-10-06 02:50:00,2019-10-06 03:02:00,1,3,1,1,1,1,2,1,2,2,3,NA,NA,NA,NA,NA,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,3,2,1,3,1,4,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,2,NA,NA,NA,1,2,3,1,3,3,3,4,4,4,2,2,2,4,1,2,2,1,2,1,1,1,1,2,2,1,2,4,2,4,2,1,4,9,4,2,1,6,2,1,1,1,1,1,1,1,2,1,1,NA,1,9,1,1,2,1,2,4,1.32637569834314,1.32802510623592
121882,2019-10-06 08:41:00,2019-10-06 08:53:00,1,1,1,1,1,1,2,1,2,2,1,NA,2,2,2,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,1,3,3,3,1,4,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,2,3,3,1,2,2,3,5,4,3,2,4,5,4,1,4,1,1,2,1,2,1,1,2,2,1,2,4,3,4,2,1,4,9,4,1,1,5,2,1,1,1,1,1,12,NA,2,2,3,1,1,8,1,1,1,1,1,4,0.271115955909645,0.29072804702971
122265,2019-10-04 21:43:00,2019-10-04 21:56:00,1,1,1,2,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,3,2,1,1,2,2,2,NA,NA,NA,NA,NA,2,3,2,3,2,2,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,3,3,3,3,3,3,2,3,4,2,4,3,3,2,4,3,2,1,1,2,2,1,1,2,2,2,2,3,2,4,2,2,1,2,4,1,1,5,2,1,1,1,1,1,2,1,2,2,1,NA,1,4,2,1,2,1,2,4,0.758540504219452,0.667682401697579
123191,2019-10-05 17:34:59,2019-10-09 16:01:00,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,1,2,1,1,NA,NA,2,1,1,1,2,2,2,2,NA,NA,4,2,1,2,NA,NA,NA,2,8,2,3,3,3,2,4,5,1,4,2,3,1,4,5,4,2,1,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,1,3,5,4,1,1,5,2,1,1,1,1,6,5,NA,6,2,2,NA,2,3,3,1,4,1,1,1,0.12711837316822,0.132610437690087
124032,2019-10-10 01:11:00,2019-10-10 01:18:00,1,1,2,2,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,1,1,2,1,2,3,3,3,3,2,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,2,8,3,3,3,3,3,3,3,2,2,3,4,1,3,3,4,4,2,2,1,2,1,1,1,1,2,2,1,2,4,2,4,2,1,2,3,4,2,2,3,2,1,1,1,1,1,1,1,3,2,1,NA,1,6,2,1,2,1,2,4,1.0793292678944,0.940623532242537
124184,2019-10-05 18:14:00,2019-10-05 18:19:00,1,3,2,1,1,2,1,2,1,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,0,3,3,3,1,2,3,2,3,2,3,3,2,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,2,3,NA,2,3,3,2,3,3,1,2,4,4,4,4,5,2,4,4,1,2,2,1,1,1,1,2,2,2,2,4,2,4,2,2,2,4,2,2,2,3,2,1,1,1,1,2,11,NA,6,3,4,1,1,3,3,1,5,1,2,4,0.781118763935642,0.797602305818696
124561,2019-10-04 15:30:00,2019-10-07 15:55:00,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,1,1,1,1,NA,1,1,1,1,1,1,1,4,1,NA,NA,1,2,3,1,3,NA,NA,NA,2,2,2,2,4,3,4,2,2,3,2,4,4,2,2,4,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,1,4,9,4,1,1,5,2,1,1,1,1,1,12,NA,6,2,2,NA,2,8,1,1,4,1,2,1,0.315554297392459,0.328829273757027
124895,2019-10-09 15:14:00,2019-10-09 15:23:00,1,3,1,99,2,99,1,99,99,1,2,NA,1,1,99,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,99,99,99,99,99,2,2,99,99,2,2,NA,1,2,99,99,1,99,1,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,99,99,99,99,3,2,3,3,2,3,4,2,3,2,2,3,2,1,1,2,2,1,99,1,99,2,1,1,3,2,2,1,4,9,2,2,3,2,2,1,1,1,1,1,1,1,2,1,4,1,1,8,1,1,3,1,1,5,0.464135278378326,0.493436425015022
124997,2019-10-03 21:34:00,2019-10-03 22:08:00,1,3,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,1,2,1,1,2,2,3,2,2,1,3,3,1,NA,NA,2,2,2,2,2,2,2,2,NA,NA,4,1,1,2,NA,NA,NA,2,3,NA,2,3,3,1,2,4,3,2,4,2,5,3,4,4,2,4,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,1,1,2,3,2,2,3,2,1,1,1,1,1,1,2,2,2,3,2,2,6,2,1,3,1,2,2,0.747521434481819,0.721777313598353
